time_key,datetime
T055543,2019-11-26 11:09:00
T055544,2018-07-19 21:04:00
T055545,2019-06-12 06:09:00
T055546,2018-08-18 21:25:00
T055547,2015-02-15 12:32:00
T055548,2016-08-14 10:59:00
T055549,2020-04-28 04:04:00
T055550,2015-07-12 17:23:00
T055551,2017-01-14 11:53:00
T055552,2019-01-23 19:13:00
T055553,2014-01-27 10:54:00
T055554,2020-12-03 04:53:00
T055555,2017-07-30 06:38:00
T055556,2019-09-17 11:46:00
T055557,2019-07-18 09:49:00
T055558,2018-10-09 06:27:00
T055559,2015-01-06 21:09:00
T055560,2020-04-30 22:42:00
T055561,2016-01-20 06:35:00
T055562,2020-11-18 22:12:00
T055563,2016-08-20 02:48:00
T055564,2014-06-23 18:34:00
T055565,2016-03-27 06:26:00
T055566,2016-10-08 10:49:00
T055567,2021-01-10 14:14:00
T055568,2020-12-21 22:58:00
T055569,2019-10-31 13:24:00
T055570,2019-10-01 19:22:00
T055571,2017-03-20 21:05:00
T055572,2018-08-04 11:55:00
T055573,2015-06-26 05:12:00
T055574,2018-01-17 08:17:00
T055575,2017-03-17 02:13:00
T055576,2018-10-10 08:23:00
T055577,2017-10-02 08:36:00
T055578,2019-03-03 01:48:00
T055579,2017-03-04 11:13:00
T055580,2015-04-30 10:23:00
T055581,2016-01-21 12:57:00
T055582,2018-03-29 04:15:00
T055583,2016-08-21 04:29:00
T055584,2018-05-28 08:01:00
T055585,2019-12-04 11:05:00
T055586,2014-02-14 15:03:00
T055587,2019-09-02 07:12:00
T055588,2016-03-12 10:19:00
T055589,2016-05-29 04:49:00
T055590,2015-02-11 08:27:00
T055591,2017-06-03 00:25:00
T055592,2014-10-04 23:33:00
T055593,2016-05-12 05:15:00
T055594,2014-10-18 17:58:00
T055595,2016-11-21 06:16:00
T055596,2019-01-21 16:08:00
T055597,2018-03-02 07:53:00
T055598,2014-03-25 02:28:00
T055599,2017-12-19 06:21:00
T055600,2017-12-01 05:35:00
T055601,2014-03-01 14:19:00
T055602,2016-02-13 23:43:00
T055603,2015-08-12 23:54:00
T055604,2019-11-05 03:03:00
T055605,2018-07-08 20:58:00
T055606,2019-07-18 22:51:00
T055607,2018-03-17 14:45:00
T055608,2016-10-17 14:00:00
T055609,2016-06-12 04:46:00
T055610,2014-08-03 22:19:00
T055611,2019-05-25 23:19:00
T055612,2014-03-27 06:40:00
T055613,2016-08-24 17:20:00
T055614,2017-01-09 18:21:00
T055615,2015-09-23 10:10:00
T055616,2016-06-26 04:03:00
T055617,2014-07-09 15:12:00
T055618,2016-07-11 10:02:00
T055619,2019-02-25 09:00:00
T055620,2015-12-08 14:00:00
T055621,2019-01-20 01:40:00
T055622,2014-02-25 17:55:00
T055623,2020-08-12 09:53:00
T055624,2014-10-19 18:44:00
T055625,2019-05-18 00:26:00
T055626,2014-11-14 03:30:00
T055627,2017-01-19 16:17:00
T055628,2018-05-22 14:43:00
T055629,2014-03-06 18:51:00
T055630,2015-05-05 11:22:00
T055631,2015-11-13 09:14:00
T055632,2014-08-31 19:16:00
T055633,2019-04-18 11:55:00
T055634,2019-05-28 18:08:00
T055635,2015-06-15 15:31:00
T055636,2016-01-14 02:00:00
T055637,2019-10-23 21:46:00
T055638,2017-01-30 08:40:00
T055639,2015-08-30 19:40:00
T055640,2017-09-05 05:39:00
T055641,2019-01-16 00:24:00
T055642,2014-02-18 18:40:00
T055643,2017-11-29 08:18:00
T055644,2016-05-11 09:34:00
T055645,2020-03-21 03:32:00
T055646,2019-10-28 18:53:00
T055647,2016-09-08 19:28:00
T055648,2019-10-19 02:54:00
T055649,2017-05-21 02:18:00
T055650,2018-01-21 04:31:00
T055651,2019-12-30 07:05:00
T055652,2018-09-30 21:34:00
T055653,2019-09-09 22:00:00
T055654,2018-12-04 03:10:00
T055655,2014-02-09 02:54:00
T055656,2020-06-09 00:01:00
T055657,2020-04-05 09:50:00
T055658,2016-08-12 14:00:00
T055659,2019-04-05 22:36:00
T055660,2018-05-18 20:25:00
T055661,2015-01-26 09:10:00
T055662,2015-03-22 05:06:00
T055663,2020-05-05 20:34:00
T055664,2018-12-04 16:01:00
T055665,2020-07-26 16:02:00
T055666,2016-07-27 17:47:00
T055667,2019-04-13 14:49:00
T055668,2019-06-20 13:06:00
T055669,2018-06-23 22:24:00
T055670,2017-11-02 14:03:00
T055671,2020-05-20 17:04:00
T055672,2016-10-09 09:39:00
T055673,2016-11-29 11:44:00
T055674,2017-07-21 16:02:00
T055675,2014-02-18 09:32:00
T055676,2018-03-17 17:50:00
T055677,2015-04-09 21:58:00
T055678,2019-05-21 06:40:00
T055679,2018-09-28 06:35:00
T055680,2018-12-15 08:57:00
T055681,2019-12-29 12:16:00
T055682,2017-01-19 00:18:00
T055683,2016-04-05 09:08:00
T055684,2018-07-21 00:56:00
T055685,2017-09-17 23:24:00
T055686,2017-12-02 21:18:00
T055687,2015-12-06 05:26:00
T055688,2019-02-14 15:55:00
T055689,2020-12-05 16:12:00
T055690,2019-01-07 14:56:00
T055691,2018-09-02 10:11:00
T055692,2018-04-02 15:28:00
T055693,2014-02-10 05:29:00
T055694,2019-08-02 20:18:00
T055695,2016-03-07 12:30:00
T055696,2014-07-12 07:00:00
T055697,2015-08-18 21:11:00
T055698,2015-05-21 06:08:00
T055699,2014-10-11 10:18:00
T055700,2017-01-09 12:24:00
T055701,2020-01-02 22:03:00
T055702,2019-12-27 20:50:00
T055703,2016-11-14 14:19:00
T055704,2016-10-01 14:58:00
T055705,2019-03-15 20:29:00
T055706,2017-09-02 19:49:00
T055707,2014-09-11 03:35:00
T055708,2016-09-27 20:16:00
T055709,2016-02-01 04:22:00
T055710,2020-05-22 16:36:00
T055711,2017-07-08 23:21:00
T055712,2014-11-08 12:22:00
T055713,2020-08-20 07:48:00
T055714,2018-04-09 18:20:00
T055715,2020-04-07 03:39:00
T055716,2020-05-01 18:58:00
T055717,2018-07-10 01:32:00
T055718,2015-11-12 17:33:00
T055719,2020-06-08 06:27:00
T055720,2017-07-25 05:33:00
T055721,2014-02-23 23:15:00
T055722,2015-03-08 04:20:00
T055723,2014-02-23 15:47:00
T055724,2016-08-06 21:10:00
T055725,2017-09-10 20:57:00
T055726,2016-05-01 07:53:00
T055727,2018-09-26 21:42:00
T055728,2016-08-16 11:30:00
T055729,2014-11-03 20:59:00
T055730,2018-09-27 09:55:00
T055731,2018-09-13 15:50:00
T055732,2014-09-30 13:14:00
T055733,2015-08-07 02:30:00
T055734,2016-04-13 07:50:00
T055735,2017-12-26 03:57:00
T055736,2014-03-17 05:28:00
T055737,2017-05-24 12:20:00
T055738,2014-09-07 02:38:00
T055739,2014-04-30 21:48:00
T055740,2020-03-05 20:23:00
T055741,2016-05-10 15:22:00
T055742,2019-12-14 04:58:00
T055743,2016-03-19 01:32:00
T055744,2018-11-03 11:38:00
T055745,2017-03-16 10:46:00
T055746,2020-09-30 02:01:00
T055747,2014-07-21 16:31:00
T055748,2015-05-02 00:26:00
T055749,2016-10-06 22:20:00
T055750,2020-06-10 17:15:00
T055751,2018-10-06 21:33:00
T055752,2014-11-18 12:55:00
T055753,2014-02-14 16:26:00
T055754,2020-06-03 17:06:00
T055755,2015-02-07 16:11:00
T055756,2014-07-27 07:15:00
T055757,2019-02-25 01:39:00
T055758,2015-12-30 22:18:00
T055759,2016-05-08 23:10:00
T055760,2014-01-31 21:23:00
T055761,2014-10-22 09:22:00
T055762,2019-05-11 14:03:00
T055763,2019-05-19 04:17:00
T055764,2015-11-11 03:11:00
T055765,2018-08-19 09:37:00
T055766,2020-04-22 16:51:00
T055767,2017-02-26 03:01:00
T055768,2018-01-23 23:26:00
T055769,2016-03-25 15:09:00
T055770,2015-12-21 06:47:00
T055771,2017-10-25 14:42:00
T055772,2016-08-11 03:44:00
T055773,2018-11-17 16:39:00
T055774,2018-06-06 17:13:00
T055775,2017-12-03 17:26:00
T055776,2016-07-04 13:50:00
T055777,2017-03-21 23:18:00
T055778,2020-01-21 07:53:00
T055779,2019-08-25 23:44:00
T055780,2017-11-26 16:35:00
T055781,2015-02-13 14:24:00
T055782,2016-03-25 07:58:00
T055783,2018-12-27 07:11:00
T055784,2017-02-13 10:54:00
T055785,2020-01-25 17:27:00
T055786,2016-05-17 02:43:00
T055787,2016-12-31 16:44:00
T055788,2014-12-07 21:32:00
T055789,2015-08-29 16:50:00
T055790,2018-11-05 05:59:00
T055791,2020-01-09 18:42:00
T055792,2017-08-23 10:35:00
T055793,2014-10-19 07:31:00
T055794,2017-02-15 10:43:00
T055795,2015-03-28 07:33:00
T055796,2018-07-20 12:41:00
T055797,2021-01-01 02:44:00
T055798,2019-08-19 10:13:00
T055799,2017-01-26 19:03:00
T055800,2018-04-01 16:48:00
T055801,2018-08-04 17:25:00
T055802,2015-07-01 10:42:00
T055803,2015-01-20 08:36:00
T055804,2020-07-08 10:47:00
T055805,2015-09-20 13:35:00
T055806,2020-01-25 02:45:00
T055807,2019-04-16 06:48:00
T055808,2014-10-15 17:14:00
T055809,2018-07-08 01:10:00
T055810,2020-11-16 10:41:00
T055811,2014-09-05 09:21:00
T055812,2020-03-21 12:35:00
T055813,2014-10-06 10:31:00
T055814,2014-07-23 08:32:00
T055815,2018-04-06 12:26:00
T055816,2018-09-19 13:05:00
T055817,2015-02-16 08:07:00
T055818,2017-03-09 01:32:00
T055819,2015-04-16 13:44:00
T055820,2018-11-01 20:07:00
T055821,2016-09-02 10:03:00
T055822,2014-08-05 23:35:00
T055823,2014-10-14 14:13:00
T055824,2016-12-28 04:50:00
T055825,2014-12-22 08:19:00
T055826,2014-03-12 01:46:00
T055827,2017-10-03 13:44:00
T055828,2017-01-06 12:17:00
T055829,2017-08-22 04:28:00
T055830,2015-02-25 16:00:00
T055831,2015-01-29 22:35:00
T055832,2017-07-20 05:49:00
T055833,2014-12-12 02:58:00
T055834,2014-03-12 17:59:00
T055835,2019-12-18 03:55:00
T055836,2014-06-01 18:55:00
T055837,2017-12-10 09:30:00
T055838,2014-06-10 17:11:00
T055839,2018-05-13 18:07:00
T055840,2016-12-09 02:13:00
T055841,2015-04-27 00:09:00
T055842,2018-10-20 21:45:00
T055843,2018-07-09 11:27:00
T055844,2014-12-20 01:41:00
T055845,2017-03-29 10:49:00
T055846,2014-09-19 22:56:00
T055847,2019-01-28 01:39:00
T055848,2020-06-08 13:10:00
T055849,2017-03-24 01:03:00
T055850,2016-01-29 04:03:00
T055851,2020-09-26 18:20:00
T055852,2014-11-30 21:47:00
T055853,2014-10-27 01:26:00
T055854,2020-08-08 22:11:00
T055855,2020-09-28 21:58:00
T055856,2016-03-26 19:43:00
T055857,2016-12-16 00:33:00
T055858,2017-02-27 16:31:00
T055859,2019-03-13 10:32:00
T055860,2017-08-26 09:25:00
T055861,2018-09-20 10:57:00
T055862,2016-04-24 17:27:00
T055863,2015-09-17 06:09:00
T055864,2018-03-06 21:07:00
T055865,2015-11-10 02:36:00
T055866,2014-11-12 01:44:00
T055867,2020-09-29 16:00:00
T055868,2019-07-03 18:46:00
T055869,2017-06-01 22:18:00
T055870,2015-07-12 17:59:00
T055871,2017-10-23 06:12:00
T055872,2016-08-25 20:46:00
T055873,2017-12-02 17:18:00
T055874,2016-03-18 03:29:00
T055875,2015-07-28 16:37:00
T055876,2019-07-02 05:49:00
T055877,2018-08-15 12:10:00
T055878,2015-02-16 09:41:00
T055879,2014-03-02 19:43:00
T055880,2016-08-08 02:10:00
T055881,2021-01-20 10:21:00
T055882,2014-10-07 04:58:00
T055883,2015-03-30 22:32:00
T055884,2019-09-07 17:05:00
T055885,2017-05-01 17:58:00
T055886,2014-07-15 05:51:00
T055887,2018-02-22 19:59:00
T055888,2014-03-28 14:09:00
T055889,2019-12-01 17:49:00
T055890,2017-09-24 14:10:00
T055891,2014-12-15 16:03:00
T055892,2016-05-31 04:18:00
T055893,2020-07-13 14:32:00
T055894,2020-09-26 03:27:00
T055895,2020-06-05 19:00:00
T055896,2014-09-27 19:48:00
T055897,2014-02-14 22:49:00
T055898,2019-11-27 13:13:00
T055899,2014-02-25 19:21:00
T055900,2014-11-20 22:52:00
T055901,2014-11-13 00:08:00
T055902,2017-10-05 09:02:00
T055903,2015-05-29 21:10:00
T055904,2018-10-02 17:38:00
T055905,2017-01-27 04:03:00
T055906,2019-09-02 14:44:00
T055907,2020-12-15 02:07:00
T055908,2016-10-09 10:43:00
T055909,2017-12-22 22:48:00
T055910,2018-03-24 18:43:00
T055911,2015-08-06 10:16:00
T055912,2016-05-27 20:45:00
T055913,2019-07-14 08:11:00
T055914,2017-03-15 18:03:00
T055915,2015-06-17 22:33:00
T055916,2016-02-13 08:59:00
T055917,2019-03-04 20:21:00
T055918,2020-10-10 08:39:00
T055919,2020-06-12 17:50:00
T055920,2017-12-19 00:02:00
T055921,2015-12-12 07:35:00
T055922,2018-12-16 23:46:00
T055923,2016-06-28 16:14:00
T055924,2020-09-23 00:27:00
T055925,2018-06-27 12:19:00
T055926,2014-08-01 10:24:00
T055927,2015-02-12 01:39:00
T055928,2019-08-22 09:38:00
T055929,2014-10-24 17:14:00
T055930,2020-01-02 23:27:00
T055931,2018-11-17 09:44:00
T055932,2015-10-08 03:18:00
T055933,2017-03-24 22:27:00
T055934,2017-05-23 16:15:00
T055935,2020-11-11 05:52:00
T055936,2021-01-14 17:54:00
T055937,2016-12-27 20:13:00
T055938,2017-06-22 16:02:00
T055939,2015-09-02 23:32:00
T055940,2014-08-26 06:14:00
T055941,2018-02-11 20:29:00
T055942,2015-05-25 13:44:00
T055943,2015-07-19 18:20:00
T055944,2014-09-10 01:27:00
T055945,2020-04-27 13:23:00
T055946,2016-09-18 20:39:00
T055947,2019-09-11 23:10:00
T055948,2020-05-11 03:03:00
T055949,2014-06-08 17:56:00
T055950,2015-04-12 11:32:00
T055951,2015-05-19 23:12:00
T055952,2014-12-28 22:29:00
T055953,2017-02-23 09:36:00
T055954,2016-08-25 18:26:00
T055955,2016-04-12 14:30:00
T055956,2020-04-22 21:17:00
T055957,2018-09-02 14:06:00
T055958,2018-10-23 21:28:00
T055959,2018-05-31 13:44:00
T055960,2017-07-05 22:56:00
T055961,2019-07-07 09:40:00
T055962,2016-06-12 02:45:00
T055963,2020-02-10 14:50:00
T055964,2020-10-29 01:20:00
T055965,2016-11-26 16:56:00
T055966,2014-04-15 14:03:00
T055967,2016-12-06 01:32:00
T055968,2017-06-24 05:34:00
T055969,2018-07-30 18:06:00
T055970,2016-09-18 08:08:00
T055971,2019-07-14 04:53:00
T055972,2019-08-11 12:39:00
T055973,2015-03-10 09:14:00
T055974,2016-12-09 14:00:00
T055975,2018-04-10 00:50:00
T055976,2016-07-30 16:54:00
T055977,2020-03-24 10:45:00
T055978,2020-04-15 14:34:00
T055979,2014-11-03 08:06:00
T055980,2016-03-13 03:08:00
T055981,2017-05-16 18:34:00
T055982,2019-06-13 09:40:00
T055983,2016-04-08 21:37:00
T055984,2019-09-19 00:24:00
T055985,2018-02-22 17:42:00
T055986,2018-03-07 03:35:00
T055987,2017-10-04 22:54:00
T055988,2016-05-30 00:55:00
T055989,2020-10-11 10:36:00
T055990,2018-12-06 17:21:00
T055991,2018-06-04 14:46:00
T055992,2015-06-01 01:11:00
T055993,2015-10-10 08:04:00
T055994,2015-08-11 17:08:00
T055995,2015-03-03 19:43:00
T055996,2014-03-05 09:09:00
T055997,2020-07-07 16:12:00
T055998,2020-10-14 02:33:00
T055999,2018-11-03 13:43:00
T056000,2014-08-31 01:11:00
T056001,2015-03-18 00:27:00
T056002,2016-01-11 20:56:00
T056003,2016-06-24 17:53:00
T056004,2015-02-04 17:22:00
T056005,2014-06-16 17:23:00
T056006,2017-01-08 19:04:00
T056007,2020-06-03 12:41:00
T056008,2019-09-08 03:23:00
T056009,2017-09-22 18:10:00
T056010,2020-04-05 04:36:00
T056011,2018-05-09 08:33:00
T056012,2014-08-20 17:16:00
T056013,2020-01-10 08:15:00
T056014,2017-04-23 12:55:00
T056015,2018-03-04 05:03:00
T056016,2019-09-19 14:22:00
T056017,2020-08-01 13:21:00
T056018,2015-12-31 15:38:00
T056019,2018-06-18 14:49:00
T056020,2015-04-22 21:35:00
T056021,2014-04-22 04:59:00
T056022,2017-11-28 19:16:00
T056023,2017-09-18 03:53:00
T056024,2016-05-01 23:23:00
T056025,2018-02-09 16:13:00
T056026,2015-12-13 10:43:00
T056027,2017-07-21 16:10:00
T056028,2020-10-10 14:05:00
T056029,2017-07-19 02:17:00
T056030,2014-07-10 09:04:00
T056031,2019-09-22 21:53:00
T056032,2016-07-15 22:01:00
T056033,2020-11-01 03:48:00
T056034,2020-12-31 04:21:00
T056035,2019-04-14 16:04:00
T056036,2020-02-06 15:27:00
T056037,2017-03-13 15:07:00
T056038,2019-01-25 02:20:00
T056039,2014-07-24 19:18:00
T056040,2019-01-26 06:22:00
T056041,2019-01-02 07:13:00
T056042,2019-06-11 16:55:00
T056043,2017-03-12 06:00:00
T056044,2018-02-18 10:02:00
T056045,2019-11-28 19:29:00
T056046,2018-06-14 12:47:00
T056047,2019-04-02 15:31:00
T056048,2017-08-15 16:19:00
T056049,2019-12-26 14:47:00
T056050,2020-07-04 02:47:00
T056051,2016-12-15 10:03:00
T056052,2016-01-23 15:48:00
T056053,2018-05-10 04:15:00
T056054,2020-02-08 12:10:00
T056055,2015-10-21 23:02:00
T056056,2019-11-08 19:47:00
T056057,2018-09-22 22:04:00
T056058,2015-04-25 09:00:00
T056059,2017-05-14 15:45:00
T056060,2018-09-05 02:20:00
T056061,2014-04-09 14:40:00
T056062,2018-10-22 21:55:00
T056063,2015-01-12 12:59:00
T056064,2016-08-16 08:41:00
T056065,2018-12-07 10:16:00
T056066,2014-08-30 01:37:00
T056067,2020-03-12 05:08:00
T056068,2017-07-27 20:38:00
T056069,2019-12-19 02:17:00
T056070,2015-07-20 20:18:00
T056071,2017-03-27 19:33:00
T056072,2020-06-26 10:50:00
T056073,2017-05-15 04:13:00
T056074,2018-10-03 13:17:00
T056075,2017-08-14 19:12:00
T056076,2015-06-18 21:33:00
T056077,2016-10-19 11:32:00
T056078,2015-03-26 10:32:00
T056079,2014-08-29 01:01:00
T056080,2017-12-18 21:05:00
T056081,2014-12-13 08:35:00
T056082,2020-02-14 21:52:00
T056083,2019-05-07 09:59:00
T056084,2018-09-15 13:05:00
T056085,2014-04-02 07:41:00
T056086,2019-07-31 12:01:00
T056087,2014-04-04 10:50:00
T056088,2020-07-22 12:10:00
T056089,2015-05-28 19:14:00
T056090,2017-07-25 06:26:00
T056091,2019-11-04 12:33:00
T056092,2014-10-14 23:38:00
T056093,2020-09-23 20:04:00
T056094,2018-01-03 11:28:00
T056095,2019-09-28 10:14:00
T056096,2015-11-19 20:39:00
T056097,2017-09-27 06:34:00
T056098,2017-06-01 11:20:00
T056099,2018-12-09 00:25:00
T056100,2018-06-29 14:29:00
T056101,2014-09-18 22:54:00
T056102,2015-04-30 20:44:00
T056103,2018-10-06 20:25:00
T056104,2018-03-08 10:24:00
T056105,2020-06-25 08:23:00
T056106,2017-12-03 03:52:00
T056107,2017-07-11 13:46:00
T056108,2017-09-04 06:50:00
T056109,2014-04-25 09:27:00
T056110,2020-02-26 09:20:00
T056111,2016-07-12 06:37:00
T056112,2016-08-13 18:17:00
T056113,2019-08-17 09:45:00
T056114,2015-10-12 15:34:00
T056115,2020-10-23 22:41:00
T056116,2020-08-18 05:55:00
T056117,2015-08-04 07:16:00
T056118,2016-04-30 02:52:00
T056119,2017-09-27 21:10:00
T056120,2019-02-16 11:52:00
T056121,2020-07-17 12:37:00
T056122,2014-01-28 11:42:00
T056123,2018-04-24 07:35:00
T056124,2015-02-16 16:12:00
T056125,2017-08-03 22:12:00
T056126,2019-01-11 07:19:00
T056127,2015-05-21 15:53:00
T056128,2019-05-03 11:33:00
T056129,2019-05-28 09:05:00
T056130,2020-08-19 03:08:00
T056131,2019-05-07 01:51:00
T056132,2020-11-27 15:06:00
T056133,2017-06-01 05:58:00
T056134,2016-04-05 02:29:00
T056135,2017-10-11 13:42:00
T056136,2018-02-11 18:16:00
T056137,2018-02-25 15:32:00
T056138,2018-05-12 06:28:00
T056139,2020-03-10 07:12:00
T056140,2017-03-07 09:07:00
T056141,2014-04-24 08:42:00
T056142,2018-05-06 21:32:00
T056143,2019-08-02 13:36:00
T056144,2017-03-10 19:06:00
T056145,2014-07-05 08:50:00
T056146,2016-09-09 19:36:00
T056147,2017-08-07 02:54:00
T056148,2015-08-27 15:45:00
T056149,2016-12-20 21:29:00
T056150,2016-08-04 20:50:00
T056151,2020-10-29 22:32:00
T056152,2017-06-20 00:10:00
T056153,2018-07-26 01:44:00
T056154,2016-09-18 23:34:00
T056155,2014-07-11 23:15:00
T056156,2015-02-19 16:39:00
T056157,2016-06-13 00:41:00
T056158,2015-07-13 18:50:00
T056159,2017-09-02 17:58:00
T056160,2018-11-12 05:12:00
T056161,2014-05-06 14:10:00
T056162,2020-06-20 11:06:00
T056163,2017-07-29 05:46:00
T056164,2015-06-28 21:14:00
T056165,2015-10-23 13:04:00
T056166,2014-04-14 19:18:00
T056167,2020-10-29 22:52:00
T056168,2019-08-04 19:44:00
T056169,2017-01-25 19:35:00
T056170,2018-04-08 02:42:00
T056171,2015-09-11 22:47:00
T056172,2019-06-13 01:17:00
T056173,2020-01-27 22:30:00
T056174,2019-10-26 01:05:00
T056175,2016-11-15 07:31:00
T056176,2015-09-11 09:09:00
T056177,2019-09-04 00:57:00
T056178,2014-02-16 15:39:00
T056179,2020-05-23 21:46:00
T056180,2017-12-01 18:20:00
T056181,2015-03-23 07:26:00
T056182,2019-05-25 16:10:00
T056183,2020-08-10 19:41:00
T056184,2020-05-25 10:44:00
T056185,2019-12-28 22:23:00
T056186,2015-03-08 18:54:00
T056187,2016-07-30 04:10:00
T056188,2018-12-16 15:27:00
T056189,2018-04-29 06:41:00
T056190,2017-12-11 15:01:00
T056191,2015-09-15 08:21:00
T056192,2017-09-21 03:23:00
T056193,2014-09-18 19:10:00
T056194,2017-10-07 09:51:00
T056195,2019-09-29 09:20:00
T056196,2020-09-02 00:44:00
T056197,2014-03-20 04:17:00
T056198,2014-02-09 04:52:00
T056199,2020-07-29 08:35:00
T056200,2015-08-07 09:22:00
T056201,2014-10-08 11:18:00
T056202,2019-07-09 10:24:00
T056203,2014-09-06 02:28:00
T056204,2015-07-25 02:04:00
T056205,2019-05-06 06:22:00
T056206,2016-11-08 15:49:00
T056207,2020-10-28 15:06:00
T056208,2016-06-30 13:49:00
T056209,2018-05-27 21:38:00
T056210,2018-03-10 05:08:00
T056211,2018-07-15 16:07:00
T056212,2018-02-23 03:10:00
T056213,2018-08-22 02:45:00
T056214,2015-11-20 17:01:00
T056215,2020-10-31 21:02:00
T056216,2015-11-18 15:32:00
T056217,2019-02-09 02:27:00
T056218,2020-06-02 23:47:00
T056219,2019-12-22 20:46:00
T056220,2015-01-31 15:18:00
T056221,2017-10-25 00:12:00
T056222,2017-01-03 22:17:00
T056223,2019-04-10 05:35:00
T056224,2020-04-11 22:09:00
T056225,2019-05-22 05:57:00
T056226,2015-04-11 02:22:00
T056227,2020-12-03 19:58:00
T056228,2015-08-25 18:18:00
T056229,2020-07-31 04:22:00
T056230,2015-03-23 07:50:00
T056231,2017-02-06 08:41:00
T056232,2014-03-21 16:18:00
T056233,2014-10-01 22:07:00
T056234,2020-12-25 18:10:00
T056235,2014-09-01 02:09:00
T056236,2014-02-12 08:54:00
T056237,2014-01-28 04:31:00
T056238,2019-04-10 00:07:00
T056239,2020-05-08 04:43:00
T056240,2019-11-09 14:17:00
T056241,2020-12-21 03:34:00
T056242,2017-03-08 13:14:00
T056243,2016-03-27 19:22:00
T056244,2015-04-01 11:22:00
T056245,2015-01-02 09:07:00
T056246,2015-07-26 14:19:00
T056247,2019-10-07 18:55:00
T056248,2016-03-20 14:02:00
T056249,2015-06-07 01:21:00
T056250,2020-09-12 10:00:00
T056251,2015-10-12 10:11:00
T056252,2020-11-21 16:05:00
T056253,2016-10-24 05:03:00
T056254,2019-09-25 21:00:00
T056255,2017-02-03 00:59:00
T056256,2014-04-28 06:15:00
T056257,2014-10-29 08:59:00
T056258,2020-01-04 00:45:00
T056259,2021-01-15 11:47:00
T056260,2018-03-20 00:02:00
T056261,2015-07-15 07:35:00
T056262,2019-05-09 12:52:00
T056263,2017-11-17 13:10:00
T056264,2019-05-28 14:42:00
T056265,2015-08-31 03:11:00
T056266,2019-10-09 05:05:00
T056267,2019-07-05 16:46:00
T056268,2016-11-15 02:00:00
T056269,2020-05-21 21:56:00
T056270,2019-10-01 22:45:00
T056271,2015-07-28 14:09:00
T056272,2015-11-05 09:57:00
T056273,2014-04-14 21:29:00
T056274,2015-03-21 10:19:00
T056275,2016-07-27 02:41:00
T056276,2018-09-20 03:01:00
T056277,2014-11-24 04:15:00
T056278,2016-11-02 09:29:00
T056279,2018-01-08 21:10:00
T056280,2015-12-31 06:13:00
T056281,2015-03-14 03:50:00
T056282,2015-10-29 18:59:00
T056283,2018-05-07 05:46:00
T056284,2018-10-27 13:31:00
T056285,2017-03-21 05:47:00
T056286,2019-10-21 10:46:00
T056287,2017-11-16 05:31:00
T056288,2017-10-02 14:52:00
T056289,2018-08-30 09:10:00
T056290,2020-10-29 04:41:00
T056291,2017-11-06 16:21:00
T056292,2016-07-11 23:05:00
T056293,2017-07-05 10:07:00
T056294,2020-11-11 19:51:00
T056295,2019-02-04 00:45:00
T056296,2020-12-27 01:30:00
T056297,2020-06-02 15:40:00
T056298,2018-05-28 10:19:00
T056299,2015-07-25 07:16:00
T056300,2020-09-21 03:25:00
T056301,2014-12-26 23:32:00
T056302,2020-12-26 12:56:00
T056303,2015-01-29 11:31:00
T056304,2019-03-29 18:32:00
T056305,2015-04-07 03:11:00
T056306,2016-05-24 16:24:00
T056307,2015-03-15 12:21:00
T056308,2019-01-01 01:18:00
T056309,2018-08-16 18:27:00
T056310,2017-08-20 13:12:00
T056311,2017-09-15 04:07:00
T056312,2017-12-04 05:50:00
T056313,2019-12-11 00:42:00
T056314,2017-06-13 21:58:00
T056315,2014-02-20 13:46:00
T056316,2016-07-07 06:29:00
T056317,2018-11-24 20:42:00
T056318,2016-05-30 22:18:00
T056319,2015-03-31 06:21:00
T056320,2015-11-29 08:31:00
T056321,2017-01-04 10:12:00
T056322,2016-01-06 17:55:00
T056323,2015-01-12 09:13:00
T056324,2018-11-07 20:44:00
T056325,2017-09-19 15:26:00
T056326,2016-12-23 21:02:00
T056327,2016-01-23 09:02:00
T056328,2018-08-02 17:25:00
T056329,2019-04-22 05:48:00
T056330,2016-03-10 20:20:00
T056331,2018-12-29 00:49:00
T056332,2017-03-02 21:04:00
T056333,2017-08-14 02:16:00
T056334,2018-10-01 17:34:00
T056335,2017-04-29 15:35:00
T056336,2019-04-09 07:12:00
T056337,2017-12-28 18:45:00
T056338,2015-03-25 21:17:00
T056339,2020-12-06 12:49:00
T056340,2018-05-05 04:52:00
T056341,2017-01-16 22:55:00
T056342,2020-05-01 06:37:00
T056343,2017-03-27 21:27:00
T056344,2020-03-05 05:44:00
T056345,2015-10-28 21:54:00
T056346,2015-07-11 04:40:00
T056347,2015-06-18 07:00:00
T056348,2015-10-27 09:25:00
T056349,2016-01-19 00:15:00
T056350,2016-04-29 01:24:00
T056351,2021-01-08 09:23:00
T056352,2019-08-15 16:40:00
T056353,2019-07-23 02:07:00
T056354,2014-08-26 06:55:00
T056355,2017-04-27 03:42:00
T056356,2017-07-24 06:19:00
T056357,2020-02-05 06:56:00
T056358,2016-07-29 03:19:00
T056359,2018-04-11 09:06:00
T056360,2018-12-05 08:25:00
T056361,2017-09-02 09:36:00
T056362,2016-08-26 11:33:00
T056363,2016-01-04 01:54:00
T056364,2018-05-29 18:11:00
T056365,2017-05-19 23:57:00
