time_key,year,month,day
T062174,2017,08,03
T062175,2014,10,01
T062176,2020,04,30
T062177,2017,05,21
T062178,2014,12,02
T062179,2018,09,15
T062180,2014,01,28
T062181,2016,01,03
T062182,2015,01,03
T062183,2016,02,02
T062184,2018,12,07
T062185,2018,12,06
T062186,2018,12,12
T062187,2018,05,18
T062188,2015,12,11
T062189,2017,05,31
T062190,2016,07,19
T062191,2018,07,20
T062192,2016,11,07
T062193,2020,07,20
T062194,2017,09,11
T062195,2020,07,31
T062196,2018,02,23
T062197,2020,07,21
T062198,2020,01,01
T062199,2018,10,14
T062200,2019,01,13
T062201,2020,01,30
T062202,2017,03,13
T062203,2016,11,20
T062204,2015,07,06
T062205,2020,07,12
T062206,2017,07,06
T062207,2015,05,13
T062208,2015,05,02
T062209,2019,08,23
T062210,2017,08,19
T062211,2014,07,20
T062212,2019,04,23
T062213,2014,02,12
T062214,2020,04,16
T062215,2020,02,15
T062216,2019,05,02
T062217,2018,09,22
T062218,2020,04,10
T062219,2017,04,29
T062220,2019,04,07
T062221,2017,07,24
T062222,2017,08,17
T062223,2020,03,22
T062224,2020,03,20
T062225,2018,01,06
T062226,2019,01,23
T062227,2017,07,11
T062228,2015,08,20
T062229,2016,01,11
T062230,2014,05,20
T062231,2018,09,20
T062232,2018,10,06
T062233,2014,03,27
T062234,2015,04,13
T062235,2014,12,28
T062236,2015,10,19
T062237,2018,12,04
T062238,2014,12,18
T062239,2020,05,06
T062240,2015,04,15
T062241,2014,05,05
T062242,2018,02,15
T062243,2018,06,19
T062244,2015,02,21
T062245,2017,06,15
T062246,2016,07,25
T062247,2014,10,31
T062248,2019,08,09
T062249,2015,07,23
T062250,2014,04,11
T062251,2020,03,09
T062252,2015,05,30
T062253,2019,02,11
T062254,2015,07,22
T062255,2019,12,21
T062256,2017,08,09
T062257,2017,08,22
T062258,2016,03,02
T062259,2019,07,27
T062260,2014,02,03
T062261,2020,05,17
T062262,2020,06,13
T062263,2014,07,20
T062264,2020,06,12
T062265,2014,10,17
T062266,2018,09,04
T062267,2014,07,25
T062268,2017,08,05
T062269,2019,03,29
T062270,2014,04,25
T062271,2016,05,06
T062272,2018,07,24
T062273,2018,02,16
T062274,2019,05,22
T062275,2019,12,26
T062276,2017,12,17
T062277,2019,04,14
T062278,2014,09,18
T062279,2019,03,12
T062280,2016,08,31
T062281,2016,01,07
T062282,2017,02,13
T062283,2019,11,14
T062284,2017,02,12
T062285,2020,04,12
T062286,2019,04,10
T062287,2020,03,26
T062288,2016,08,14
T062289,2014,02,03
T062290,2017,02,12
T062291,2020,11,21
T062292,2014,02,23
T062293,2018,04,17
T062294,2015,05,09
T062295,2018,11,12
T062296,2015,01,06
T062297,2014,09,23
T062298,2019,08,01
T062299,2017,05,18
T062300,2018,02,09
T062301,2017,09,02
T062302,2018,02,19
T062303,2018,11,01
T062304,2015,03,23
T062305,2015,10,22
T062306,2016,05,01
T062307,2015,03,23
T062308,2019,03,16
T062309,2018,08,08
T062310,2020,11,08
T062311,2019,10,28
T062312,2018,09,27
T062313,2017,07,01
T062314,2017,01,04
T062315,2020,07,06
T062316,2020,06,13
T062317,2020,03,03
T062318,2017,12,10
T062319,2014,12,11
T062320,2015,12,02
T062321,2018,06,02
T062322,2019,06,17
T062323,2016,07,03
T062324,2014,08,09
T062325,2016,06,30
T062326,2020,01,17
T062327,2015,05,02
T062328,2016,03,22
T062329,2016,12,31
T062330,2015,02,26
T062331,2017,11,13
T062332,2016,12,03
T062333,2015,03,07
T062334,2020,06,08
T062335,2016,12,28
T062336,2018,10,07
T062337,2015,10,11
T062338,2016,02,08
T062339,2019,01,23
T062340,2017,07,23
T062341,2019,11,05
T062342,2019,07,07
T062343,2015,09,15
T062344,2016,05,10
T062345,2019,07,18
T062346,2017,04,27
T062347,2014,08,02
T062348,2017,12,24
T062349,2016,05,17
T062350,2016,09,18
T062351,2015,10,12
T062352,2018,11,15
T062353,2018,06,18
T062354,2019,02,17
T062355,2020,02,06
T062356,2018,01,06
T062357,2014,10,06
T062358,2014,05,18
T062359,2014,01,25
T062360,2015,06,15
T062361,2020,06,21
T062362,2017,01,08
T062363,2018,12,29
T062364,2014,10,31
T062365,2015,06,26
T062366,2016,07,10
T062367,2014,09,02
T062368,2015,05,28
T062369,2014,06,12
T062370,2017,11,06
T062371,2017,01,28
T062372,2016,04,01
T062373,2014,08,14
T062374,2020,04,13
T062375,2014,12,22
T062376,2018,11,10
T062377,2014,07,30
T062378,2020,08,21
T062379,2015,04,17
T062380,2015,07,26
T062381,2020,09,03
T062382,2020,08,13
T062383,2016,04,22
T062384,2016,01,31
T062385,2020,09,09
T062386,2014,05,13
T062387,2020,05,29
T062388,2016,12,17
T062389,2015,11,07
T062390,2016,07,26
T062391,2016,04,09
T062392,2020,06,03
T062393,2014,06,19
T062394,2019,11,10
T062395,2017,01,28
T062396,2020,12,14
T062397,2016,02,14
T062398,2016,08,25
T062399,2015,11,05
T062400,2014,10,02
T062401,2018,05,29
T062402,2020,05,07
T062403,2019,08,16
T062404,2014,12,05
T062405,2017,12,19
T062406,2015,01,03
T062407,2020,02,22
T062408,2020,01,20
T062409,2016,07,27
T062410,2017,03,18
T062411,2019,08,20
T062412,2018,04,01
T062413,2020,06,21
T062414,2021,01,09
T062415,2015,12,27
T062416,2015,05,09
T062417,2019,05,23
T062418,2018,05,05
T062419,2018,12,09
T062420,2017,12,28
T062421,2014,03,14
T062422,2014,05,21
T062423,2018,08,21
T062424,2017,06,24
T062425,2020,03,25
T062426,2020,11,06
T062427,2018,04,19
T062428,2020,10,16
T062429,2019,07,11
T062430,2020,01,22
T062431,2017,03,29
T062432,2016,08,25
T062433,2015,04,28
T062434,2018,09,13
T062435,2016,02,13
T062436,2019,03,04
T062437,2014,06,27
T062438,2020,10,13
T062439,2016,06,20
T062440,2015,09,10
T062441,2017,03,05
T062442,2014,09,29
T062443,2017,06,15
T062444,2016,07,25
T062445,2020,02,24
T062446,2016,01,20
T062447,2016,05,19
T062448,2014,08,31
T062449,2019,09,21
T062450,2014,12,18
T062451,2014,09,03
T062452,2018,01,06
T062453,2020,09,27
T062454,2020,12,15
T062455,2018,10,12
T062456,2020,10,31
T062457,2014,07,14
T062458,2014,05,04
T062459,2020,09,16
T062460,2016,12,14
T062461,2014,08,17
T062462,2019,08,22
T062463,2015,01,30
T062464,2017,12,02
T062465,2018,02,03
T062466,2014,12,15
T062467,2017,11,05
T062468,2015,11,30
T062469,2015,03,09
T062470,2015,01,29
T062471,2015,09,10
T062472,2016,07,30
T062473,2019,04,21
T062474,2018,02,15
T062475,2014,04,23
T062476,2020,09,22
T062477,2019,03,12
T062478,2018,07,28
T062479,2016,03,06
T062480,2015,06,07
T062481,2018,11,25
T062482,2016,02,22
T062483,2017,06,03
T062484,2014,03,31
T062485,2014,11,07
T062486,2019,11,20
T062487,2016,08,20
T062488,2019,07,07
T062489,2018,06,09
T062490,2016,09,14
T062491,2017,04,22
T062492,2018,08,20
T062493,2015,06,10
T062494,2018,09,15
T062495,2016,07,07
T062496,2017,07,25
T062497,2019,01,14
T062498,2015,01,28
T062499,2019,07,14
T062500,2018,12,19
T062501,2018,06,14
T062502,2020,07,01
T062503,2017,07,01
T062504,2016,09,18
T062505,2016,10,17
T062506,2019,09,03
T062507,2018,04,22
T062508,2020,11,07
T062509,2018,11,02
T062510,2016,03,09
T062511,2018,06,26
T062512,2020,09,15
T062513,2014,04,15
T062514,2016,01,30
T062515,2015,11,02
T062516,2016,03,13
T062517,2016,06,03
T062518,2014,10,02
T062519,2018,09,23
T062520,2018,09,30
T062521,2020,01,01
T062522,2018,06,27
T062523,2017,03,16
T062524,2015,12,15
T062525,2019,10,05
T062526,2016,12,22
T062527,2019,12,01
T062528,2014,04,14
T062529,2017,12,25
T062530,2020,01,03
T062531,2016,01,13
T062532,2014,05,04
T062533,2015,05,10
T062534,2015,07,29
T062535,2018,10,10
T062536,2016,10,19
T062537,2015,03,24
T062538,2014,06,20
T062539,2019,10,30
T062540,2015,06,26
T062541,2014,09,30
T062542,2016,03,08
T062543,2014,12,06
T062544,2017,08,18
T062545,2019,09,25
T062546,2018,07,21
T062547,2017,10,25
T062548,2016,04,19
T062549,2018,06,25
T062550,2014,06,30
T062551,2014,06,23
T062552,2020,03,10
T062553,2016,07,29
T062554,2019,01,04
T062555,2019,04,01
T062556,2014,10,17
T062557,2015,05,24
T062558,2019,05,23
T062559,2019,02,13
T062560,2018,09,22
T062561,2016,03,12
T062562,2019,11,04
T062563,2020,12,28
T062564,2019,05,15
T062565,2017,10,22
T062566,2021,01,13
T062567,2018,07,01
T062568,2018,09,20
T062569,2017,01,04
T062570,2015,12,11
T062571,2015,10,28
T062572,2020,06,03
T062573,2014,12,21
T062574,2018,06,29
T062575,2014,03,03
T062576,2015,04,19
T062577,2018,06,14
T062578,2020,05,23
T062579,2016,03,22
T062580,2019,09,01
T062581,2015,11,30
T062582,2019,06,23
T062583,2015,01,13
T062584,2020,09,05
T062585,2018,11,13
T062586,2014,02,27
T062587,2015,03,30
T062588,2014,09,10
T062589,2014,04,24
T062590,2020,11,28
T062591,2016,07,04
T062592,2018,01,15
T062593,2017,10,18
T062594,2015,02,01
T062595,2017,02,22
T062596,2018,06,16
T062597,2017,04,23
T062598,2018,01,09
T062599,2015,12,17
T062600,2019,05,10
T062601,2017,11,21
T062602,2018,02,05
T062603,2019,09,22
T062604,2015,02,15
T062605,2017,09,19
T062606,2020,08,14
T062607,2017,04,24
T062608,2020,08,06
T062609,2016,04,04
T062610,2020,03,25
T062611,2018,09,05
T062612,2016,11,24
T062613,2019,01,21
T062614,2020,01,26
T062615,2020,04,30
T062616,2015,08,18
T062617,2018,12,13
T062618,2017,12,15
T062619,2017,08,22
T062620,2019,01,18
T062621,2016,03,06
T062622,2019,11,17
T062623,2019,04,25
T062624,2015,03,28
T062625,2015,05,19
T062626,2015,03,24
T062627,2017,05,08
T062628,2019,05,31
T062629,2016,04,15
T062630,2014,02,26
T062631,2016,07,29
T062632,2020,03,07
T062633,2014,04,09
T062634,2014,07,01
T062635,2014,11,18
T062636,2018,12,17
T062637,2018,10,15
T062638,2019,08,27
T062639,2014,10,15
T062640,2020,09,03
T062641,2015,01,10
T062642,2019,06,14
T062643,2017,10,29
T062644,2018,01,23
T062645,2015,09,23
T062646,2016,05,23
T062647,2015,04,15
T062648,2019,11,28
T062649,2017,09,06
T062650,2015,07,16
T062651,2015,01,29
T062652,2016,01,15
T062653,2019,10,28
T062654,2016,07,20
T062655,2014,10,12
T062656,2014,09,26
T062657,2018,09,03
T062658,2015,12,04
T062659,2018,01,14
T062660,2016,04,05
T062661,2020,09,12
T062662,2020,11,21
T062663,2015,03,05
T062664,2021,01,15
T062665,2015,04,26
T062666,2018,10,06
T062667,2018,03,15
T062668,2018,06,17
T062669,2018,11,21
T062670,2016,11,11
T062671,2019,05,02
T062672,2017,05,21
T062673,2016,01,29
T062674,2015,10,10
T062675,2019,04,19
T062676,2019,03,08
T062677,2014,03,15
T062678,2018,09,02
T062679,2015,10,03
T062680,2016,05,17
T062681,2019,05,11
T062682,2015,05,09
T062683,2018,09,12
T062684,2014,06,02
T062685,2018,03,07
T062686,2020,05,22
T062687,2018,05,24
T062688,2020,07,22
T062689,2017,09,17
T062690,2016,04,03
T062691,2015,12,19
T062692,2019,11,10
T062693,2016,06,30
T062694,2017,06,10
T062695,2014,08,03
T062696,2015,10,25
T062697,2017,10,19
T062698,2019,12,26
T062699,2014,06,29
T062700,2017,04,13
T062701,2014,12,04
T062702,2014,08,05
T062703,2016,10,14
T062704,2019,08,19
T062705,2016,11,27
T062706,2020,09,05
T062707,2015,03,15
T062708,2020,06,15
T062709,2015,12,25
T062710,2019,04,19
T062711,2015,10,25
T062712,2015,05,09
T062713,2020,07,21
T062714,2018,11,22
T062715,2019,08,07
T062716,2015,11,01
T062717,2016,11,01
T062718,2014,08,20
T062719,2014,12,14
T062720,2016,08,05
T062721,2015,02,05
T062722,2020,02,28
T062723,2016,02,16
T062724,2020,12,04
T062725,2016,01,02
T062726,2020,01,07
T062727,2014,07,15
T062728,2015,06,11
T062729,2016,05,08
T062730,2019,03,10
T062731,2015,06,12
T062732,2021,01,21
T062733,2018,06,02
T062734,2015,05,22
T062735,2019,06,16
T062736,2019,01,24
T062737,2014,05,21
T062738,2016,05,09
T062739,2018,11,20
T062740,2018,10,27
T062741,2014,07,11
T062742,2019,10,02
T062743,2014,06,19
T062744,2016,07,25
T062745,2015,07,06
T062746,2019,04,02
T062747,2018,12,12
T062748,2016,09,08
T062749,2016,05,06
T062750,2016,10,08
T062751,2020,07,11
T062752,2016,03,05
T062753,2018,05,24
T062754,2020,01,28
T062755,2017,04,19
T062756,2017,12,17
T062757,2017,11,05
T062758,2019,09,23
T062759,2018,04,04
T062760,2019,03,27
T062761,2015,08,20
T062762,2014,04,13
T062763,2017,08,22
T062764,2016,08,04
T062765,2017,05,21
T062766,2020,04,29
T062767,2017,12,05
T062768,2020,03,31
T062769,2015,05,16
T062770,2014,04,03
T062771,2018,01,31
T062772,2019,04,18
T062773,2018,12,15
T062774,2015,08,25
T062775,2014,10,05
T062776,2019,07,09
T062777,2016,03,08
T062778,2016,11,25
T062779,2018,09,23
T062780,2017,05,09
T062781,2017,06,25
T062782,2015,06,02
T062783,2016,01,14
T062784,2019,07,29
T062785,2018,03,26
T062786,2018,08,18
T062787,2015,07,27
T062788,2014,09,16
T062789,2016,03,20
T062790,2016,04,17
T062791,2015,05,18
T062792,2019,03,22
T062793,2020,07,21
T062794,2015,12,16
T062795,2020,05,17
T062796,2018,06,12
T062797,2014,08,20
T062798,2020,05,16
T062799,2017,11,16
T062800,2018,01,13
T062801,2018,03,07
T062802,2014,02,23
T062803,2017,03,27
T062804,2015,08,17
T062805,2015,03,05
T062806,2020,12,23
T062807,2018,05,02
T062808,2019,04,30
T062809,2018,01,19
T062810,2020,07,24
T062811,2019,01,30
T062812,2018,12,12
T062813,2014,11,17
T062814,2020,07,14
T062815,2016,01,28
T062816,2016,03,10
T062817,2018,09,25
T062818,2017,12,19
T062819,2016,07,08
T062820,2020,04,30
T062821,2020,06,13
T062822,2018,11,23
T062823,2015,06,05
T062824,2020,07,22
T062825,2015,02,25
T062826,2016,04,05
T062827,2014,07,29
T062828,2014,09,05
T062829,2017,08,24
T062830,2014,08,14
T062831,2018,07,17
T062832,2018,09,22
T062833,2018,11,19
T062834,2018,08,15
T062835,2019,04,02
T062836,2016,02,01
T062837,2018,02,07
T062838,2019,03,11
T062839,2016,04,05
T062840,2017,04,13
T062841,2020,03,09
T062842,2015,12,04
T062843,2018,04,18
T062844,2017,04,02
T062845,2014,04,08
T062846,2019,02,17
T062847,2021,01,11
T062848,2018,10,18
T062849,2019,06,12
T062850,2016,12,15
T062851,2019,09,10
T062852,2016,01,18
T062853,2015,09,28
T062854,2015,01,28
T062855,2016,05,30
T062856,2017,08,31
T062857,2018,06,14
T062858,2019,04,10
T062859,2019,06,10
T062860,2019,10,31
T062861,2014,11,03
T062862,2018,08,26
T062863,2017,09,25
T062864,2018,02,22
T062865,2017,12,22
T062866,2016,04,02
T062867,2018,03,21
T062868,2019,09,03
T062869,2014,05,20
T062870,2020,03,19
T062871,2014,12,01
T062872,2019,05,20
T062873,2018,11,24
T062874,2016,09,01
T062875,2020,11,23
T062876,2020,09,15
T062877,2017,09,18
T062878,2014,05,05
T062879,2019,06,02
T062880,2015,02,07
T062881,2016,06,07
T062882,2015,09,03
T062883,2018,06,14
T062884,2020,01,20
T062885,2014,10,30
T062886,2017,02,07
T062887,2014,10,23
T062888,2016,09,15
T062889,2016,05,17
T062890,2020,02,17
T062891,2018,02,06
T062892,2019,09,09
T062893,2016,08,23
T062894,2020,06,29
T062895,2015,01,21
T062896,2014,02,05
T062897,2020,08,02
T062898,2017,05,03
T062899,2015,08,31
T062900,2014,03,29
T062901,2020,11,24
T062902,2018,03,23
T062903,2014,07,07
T062904,2018,02,07
T062905,2015,07,03
T062906,2015,10,16
T062907,2017,06,26
T062908,2016,11,21
T062909,2017,10,22
T062910,2018,03,04
T062911,2018,07,17
T062912,2020,04,27
T062913,2015,10,01
T062914,2018,01,15
T062915,2014,06,18
T062916,2018,12,18
T062917,2015,12,11
T062918,2017,05,08
T062919,2014,09,18
T062920,2019,09,02
T062921,2015,06,30
T062922,2019,05,21
T062923,2015,05,04
T062924,2014,03,25
T062925,2014,08,25
T062926,2020,08,17
T062927,2019,01,17
T062928,2020,12,01
T062929,2014,05,30
T062930,2016,11,25
T062931,2020,02,04
T062932,2018,03,21
T062933,2020,06,13
T062934,2019,09,04
T062935,2017,04,15
T062936,2020,04,09
T062937,2017,04,28
T062938,2020,02,27
T062939,2015,12,28
T062940,2014,04,17
T062941,2017,10,31
T062942,2020,06,27
T062943,2015,07,30
T062944,2019,07,24
T062945,2020,11,28
T062946,2016,05,17
T062947,2020,06,13
T062948,2019,06,14
T062949,2015,09,09
T062950,2017,12,01
T062951,2016,06,25
T062952,2014,03,29
T062953,2017,01,04
T062954,2018,06,12
T062955,2014,05,13
T062956,2015,09,13
T062957,2015,02,21
T062958,2018,10,14
T062959,2017,07,07
T062960,2016,09,03
T062961,2019,10,05
T062962,2014,08,25
T062963,2018,12,30
T062964,2015,11,21
T062965,2018,09,30
T062966,2017,02,04
T062967,2019,10,30
T062968,2014,03,20
T062969,2017,05,02
T062970,2018,03,20
T062971,2015,05,20
T062972,2016,10,02
T062973,2016,04,24
T062974,2014,09,25
T062975,2015,05,24
T062976,2019,09,06
T062977,2017,09,06
T062978,2017,04,17
T062979,2020,12,14
T062980,2015,07,05
T062981,2015,03,05
T062982,2019,07,20
T062983,2020,05,01
T062984,2020,08,23
T062985,2017,06,20
T062986,2017,03,25
T062987,2018,04,26
T062988,2021,01,15
T062989,2018,07,02
T062990,2019,07,12
T062991,2015,07,20
T062992,2014,12,24
T062993,2020,07,12
T062994,2014,01,30
T062995,2020,03,26
T062996,2015,05,09
T062997,2019,05,28
T062998,2020,01,06
T062999,2019,06,28
T063000,2017,01,10
T063001,2018,12,11
T063002,2015,03,03
T063003,2018,07,01
T063004,2016,10,26
T063005,2014,07,06
T063006,2019,05,06
T063007,2017,08,18
T063008,2017,12,12
T063009,2019,06,24
T063010,2015,09,17
T063011,2016,08,10
T063012,2014,12,04
T063013,2015,04,19
T063014,2016,09,15
T063015,2018,03,07
T063016,2020,10,06
T063017,2017,07,29
T063018,2015,04,06
T063019,2019,01,06
T063020,2017,04,19
T063021,2016,11,12
T063022,2020,04,16
T063023,2019,02,21
T063024,2020,12,26
T063025,2019,08,08
T063026,2019,08,01
T063027,2015,09,08
T063028,2018,07,27
T063029,2016,11,14
T063030,2018,05,18
T063031,2019,03,13
T063032,2019,08,17
T063033,2016,10,02
T063034,2015,07,02
T063035,2018,02,26
T063036,2017,01,06
T063037,2019,01,18
T063038,2019,02,09
T063039,2015,08,17
T063040,2020,10,22
T063041,2015,02,11
T063042,2020,06,07
T063043,2016,09,24
T063044,2020,03,15
T063045,2017,05,09
T063046,2014,07,03
T063047,2020,05,20
T063048,2018,07,17
T063049,2020,03,03
T063050,2015,03,14
T063051,2017,03,16
T063052,2016,12,20
T063053,2014,11,25
T063054,2017,08,16
T063055,2019,03,08
T063056,2015,01,05
T063057,2014,03,13
T063058,2017,09,25
T063059,2019,06,02
T063060,2017,05,01
T063061,2020,11,02
T063062,2015,03,15
T063063,2021,01,18
T063064,2016,11,13
T063065,2017,09,05
T063066,2016,12,16
T063067,2017,08,15
T063068,2019,03,19
T063069,2014,10,07
T063070,2019,09,03
T063071,2016,04,06
T063072,2021,01,13
T063073,2017,02,17
T063074,2016,04,26
T063075,2020,11,05
T063076,2018,08,13
T063077,2016,04,02
T063078,2020,05,08
T063079,2017,08,06
T063080,2016,10,21
T063081,2015,08,14
T063082,2014,08,09
T063083,2017,08,03
T063084,2015,05,30
T063085,2014,08,09
T063086,2014,08,24
T063087,2019,10,15
T063088,2017,02,26
T063089,2018,05,03
T063090,2018,04,21
T063091,2014,09,14
T063092,2019,03,23
T063093,2020,07,27
T063094,2020,04,05
T063095,2020,11,07
T063096,2016,10,06
T063097,2016,03,20
T063098,2020,11,17
T063099,2014,07,02
T063100,2016,06,11
T063101,2020,01,31
T063102,2016,05,29
T063103,2016,08,09
T063104,2018,12,26
T063105,2015,07,05
T063106,2015,06,01
T063107,2018,09,16
T063108,2015,03,30
T063109,2018,10,21
T063110,2016,01,04
T063111,2014,08,25
T063112,2014,04,19
T063113,2017,11,13
T063114,2018,05,26
T063115,2018,08,23
T063116,2015,03,29
T063117,2016,02,08
T063118,2019,04,22
T063119,2018,01,25
T063120,2016,10,18
T063121,2016,04,19
T063122,2019,03,24
T063123,2018,05,24
T063124,2019,01,25
T063125,2015,01,17
T063126,2018,08,28
T063127,2019,09,06
T063128,2018,02,14
T063129,2016,12,13
T063130,2018,09,29
T063131,2015,08,09
T063132,2017,09,01
T063133,2015,10,29
T063134,2018,06,19
T063135,2020,03,21
T063136,2015,07,08
T063137,2017,03,29
T063138,2014,06,12
T063139,2020,11,06
T063140,2019,11,10
T063141,2017,04,10
T063142,2015,10,05
T063143,2020,11,30
T063144,2017,08,29
T063145,2020,10,19
T063146,2015,01,05
T063147,2018,05,23
T063148,2020,05,14
T063149,2015,04,10
T063150,2014,04,22
T063151,2014,06,30
T063152,2015,05,02
T063153,2017,03,17
T063154,2019,07,18
T063155,2016,12,28
T063156,2015,07,19
T063157,2019,10,20
T063158,2014,11,01
T063159,2015,10,29
T063160,2017,01,25
T063161,2016,11,10
T063162,2018,10,30
T063163,2014,12,01
T063164,2016,09,26
T063165,2015,10,01
T063166,2014,09,07
T063167,2017,11,16
T063168,2014,04,25
T063169,2015,06,25
T063170,2017,06,27
T063171,2020,11,20
T063172,2020,11,28
T063173,2020,04,26
T063174,2019,10,22
T063175,2014,06,16
T063176,2015,12,23
T063177,2014,07,14
T063178,2017,07,08
T063179,2020,07,03
T063180,2019,07,07
T063181,2017,04,24
T063182,2014,10,12
T063183,2019,11,20
T063184,2018,10,15
T063185,2017,02,19
T063186,2019,05,05
T063187,2016,05,09
T063188,2017,03,30
T063189,2017,05,04
T063190,2015,05,16
T063191,2014,08,10
T063192,2015,08,22
T063193,2017,08,15
T063194,2017,05,16
T063195,2019,10,07
T063196,2015,12,14
T063197,2017,08,29
T063198,2014,09,22
T063199,2020,11,02
T063200,2015,01,25
T063201,2017,10,07
T063202,2014,10,23
T063203,2016,06,01
T063204,2018,03,21
T063205,2018,10,26
T063206,2015,02,19
T063207,2017,07,27
T063208,2018,07,26
T063209,2014,10,22
T063210,2016,08,01
T063211,2014,08,08
T063212,2014,03,12
T063213,2016,05,03
T063214,2016,08,08
T063215,2018,01,23
T063216,2018,07,29
T063217,2019,12,26
T063218,2014,05,18
T063219,2014,10,20
T063220,2019,02,06
T063221,2017,07,23
T063222,2020,06,26
T063223,2016,06,23
T063224,2018,01,28
T063225,2014,09,16
T063226,2016,01,18
T063227,2019,10,08
T063228,2020,06,15
T063229,2019,07,01
T063230,2014,04,23
T063231,2017,08,18
T063232,2020,06,26
T063233,2019,12,06
T063234,2020,07,29
T063235,2015,12,21
T063236,2014,05,24
T063237,2016,12,28
T063238,2020,08,16
T063239,2015,05,09
T063240,2015,10,22
T063241,2017,10,21
T063242,2019,04,12
T063243,2016,10,14
T063244,2015,05,08
T063245,2014,09,27
T063246,2019,04,04
T063247,2015,06,29
T063248,2018,06,03
T063249,2017,04,04
T063250,2014,01,25
T063251,2019,02,25
T063252,2018,09,22
T063253,2019,04,18
T063254,2018,05,01
T063255,2015,11,07
T063256,2014,02,26
T063257,2017,03,01
T063258,2019,11,05
T063259,2018,03,29
T063260,2020,08,16
T063261,2014,11,08
T063262,2018,01,25
T063263,2015,08,27
T063264,2018,03,06
T063265,2016,08,10
T063266,2017,04,20
T063267,2020,11,13
T063268,2021,01,14
T063269,2018,02,02
T063270,2015,10,31
T063271,2017,09,14
T063272,2015,08,16
T063273,2016,09,18
T063274,2016,02,03
T063275,2014,09,09
T063276,2019,02,23
T063277,2014,05,31
T063278,2017,06,02
T063279,2016,12,02
T063280,2019,10,30
T063281,2016,05,30
T063282,2020,09,17
T063283,2018,09,25
T063284,2019,09,18
T063285,2018,12,17
T063286,2017,11,25
T063287,2016,08,03
T063288,2017,02,12
T063289,2017,07,30
T063290,2017,12,17
T063291,2017,10,23
T063292,2018,10,17
T063293,2014,07,09
T063294,2016,11,30
T063295,2018,01,30
T063296,2016,09,08
T063297,2018,11,06
T063298,2019,08,23
T063299,2019,05,01
T063300,2019,09,13
T063301,2020,08,25
T063302,2014,02,25
T063303,2015,09,04
T063304,2018,05,23
T063305,2017,11,08
T063306,2017,12,14
T063307,2015,08,15
T063308,2020,04,01
T063309,2017,07,13
T063310,2016,08,10
T063311,2015,07,04
T063312,2016,09,20
T063313,2017,03,12
T063314,2014,09,19
T063315,2017,08,17
T063316,2016,07,01
T063317,2015,05,25
T063318,2018,08,30
T063319,2016,12,24
T063320,2016,01,21
T063321,2017,03,16
T063322,2019,03,19
T063323,2020,11,12
T063324,2019,09,14
T063325,2016,11,13
T063326,2016,07,12
T063327,2016,02,25
T063328,2017,04,11
T063329,2018,10,21
T063330,2014,10,01
T063331,2016,02,29
T063332,2019,07,01
T063333,2014,04,17
T063334,2014,12,08
T063335,2018,02,15
T063336,2016,06,27
T063337,2018,12,20
T063338,2016,04,27
T063339,2017,08,13
T063340,2016,07,23
T063341,2020,08,08
T063342,2019,10,10
T063343,2015,10,02
T063344,2020,10,27
T063345,2014,07,13
T063346,2020,07,05
T063347,2017,11,22
T063348,2017,11,26
T063349,2014,05,31
T063350,2017,01,24
T063351,2015,03,02
T063352,2018,03,26
T063353,2016,03,12
T063354,2018,03,03
T063355,2019,11,30
T063356,2020,06,17
T063357,2019,11,23
T063358,2017,03,03
T063359,2015,07,20
T063360,2015,05,13
T063361,2018,08,03
T063362,2015,10,01
T063363,2015,04,10
T063364,2015,09,03
T063365,2015,09,20
T063366,2019,02,16
T063367,2020,05,17
T063368,2017,07,31
T063369,2016,11,20
T063370,2020,07,01
T063371,2015,04,07
T063372,2016,06,12
T063373,2016,12,22
T063374,2016,09,08
T063375,2018,07,07
T063376,2018,05,18
T063377,2017,04,21
T063378,2018,07,06
T063379,2015,11,17
T063380,2015,08,19
T063381,2019,01,23
T063382,2014,05,10
T063383,2014,04,20
T063384,2019,11,01
T063385,2019,12,09
T063386,2015,12,03
T063387,2020,05,29
T063388,2018,03,25
T063389,2020,09,11
T063390,2016,04,05
T063391,2019,06,30
T063392,2017,08,27
T063393,2015,02,17
T063394,2019,12,26
T063395,2017,04,15
T063396,2020,11,04
T063397,2014,03,11
T063398,2019,11,18
T063399,2015,03,18
T063400,2019,09,26
T063401,2018,04,01
T063402,2018,06,23
T063403,2020,05,10
T063404,2015,03,05
T063405,2018,09,04
T063406,2017,12,01
T063407,2015,05,17
T063408,2016,01,27
T063409,2014,10,26
T063410,2020,07,08
T063411,2021,01,17
T063412,2014,10,06
T063413,2020,03,31
T063414,2020,10,16
T063415,2020,07,11
T063416,2016,08,20
T063417,2020,12,29
T063418,2017,05,23
T063419,2015,10,13
T063420,2017,01,18
T063421,2014,02,18
T063422,2017,04,09
T063423,2014,07,08
T063424,2020,02,15
T063425,2017,08,02
T063426,2016,05,03
T063427,2020,12,29
T063428,2016,02,09
T063429,2016,06,24
T063430,2019,03,19
T063431,2017,06,30
T063432,2019,11,15
T063433,2016,02,17
T063434,2018,10,12
T063435,2019,12,31
T063436,2017,08,24
T063437,2019,10,31
T063438,2015,05,16
T063439,2019,10,18
T063440,2015,02,02
T063441,2019,10,01
T063442,2019,09,21
T063443,2014,10,15
T063444,2015,03,18
